zip,lat,lng
08094,39.650601,-74.959311
08095,39.649298,-74.858006
08096,39.829402,-75.129032
08097,39.81329,-75.15065
08098,39.639301,-75.329801
08102,39.952116,-75.121149
08103,39.935202,-75.112703
08104,39.916459,-75.111355
08105,39.95034,-75.096278
08106,39.890992,-75.073329
08107,39.908665,-75.084445
08108,39.915048,-75.062244
08109,39.94933,-75.04953
08110,39.971893,-75.057876
08201,39.423563,-74.493025
08202,39.09664,-74.739757
08203,39.421713,-74.392873
08204,38.971748,-74.916127
08205,39.482,-74.452637
08210,39.119187,-74.823188
08212,38.940414,-74.964284
08215,39.59012,-74.581951
08217,39.577032,-74.718816
08221,39.339936,-74.56447
08223,39.26952,-74.657118
08224,39.599334,-74.467435
08225,39.35834,-74.536312
08226,39.263784,-74.607753
08230,39.201062,-74.706753
08232,39.387525,-74.515196
08234,39.388393,-74.620728
08240,39.488059,-74.533973
08241,39.534798,-74.476099
08242,39.01738,-74.886908
08243,39.151013,-74.696319
08244,39.315511,-74.598278
08245,39.176509,-74.819028
08246,39.180965,-74.765806
08247,39.048975,-74.786219
08248,39.194963,-74.657546
08251,39.028823,-74.928921
08260,38.998347,-74.843302
08270,39.261356,-74.809092
08302,39.438613,-75.260646
08310,39.531437,-74.89681
08311,39.327866,-75.204035
08312,39.661422,-75.083899
08314,39.216102,-74.93774
08316,39.280176,-74.937365
08317,39.400688,-74.829634
08318,39.557653,-75.177717
08319,39.370409,-74.810816
08320,39.38508,-75.1606
08321,39.223596,-75.143169
08322,39.611102,-75.048771
08323,39.396273,-75.367551
08324,39.225767,-75.004014
08326,39.538415,-74.927717
08327,39.255595,-74.949509
08328,39.579668,-75.056375
08329,39.286852,-75.005708
08330,39.469337,-74.747162
08332,39.366217,-75.026853
08340,39.3933,-74.907257
08341,39.521486,-74.958651
08343,39.636348,-75.16756
08344,39.561745,-74.986037
08345,39.288457,-75.143586
08346,39.569548,-74.852086
08348,39.309933,-74.971365
08349,39.260936,-75.059259
08350,39.4907,-74.873641
08352,39.475445,-75.127242
08353,39.462418,-75.29244
08360,39.492354,-75.003447
08361,39.449369,-74.958827
08401,39.377337,-74.45107
08402,39.326385,-74.504473
08403,39.318497,-74.542405
08406,39.342046,-74.482626
08501,40.166258,-74.552543
08502,40.448217,-74.653244
08505,40.135589,-74.707255
08510,40.187207,-74.425013
08511,40.043738,-74.547654
08512,40.324357,-74.525526
08514,40.134245,-74.491732
08515,40.119177,-74.662894
08518,40.115503,-74.804028
08520,40.258126,-74.53931
08525,40.397716,-74.77952
08527,40.108665,-74.358602
08528,40.387108,-74.618915
08530,40.37002,-74.910161
08533,40.015589,-74.485083
08534,40.329422,-74.792789
08535,40.231908,-74.432033
08536,40.333076,-74.586628
08540,40.364728,-74.656314
08542,40.354517,-74.66056
08544,40.346492,-74.657848
08550,40.279953,-74.622116
08551,40.447111,-74.837285
08553,40.400347,-74.638922
08554,40.112984,-74.781093
08555,40.220742,-74.470155
08558,40.413411,-74.703745
08559,40.438986,-74.983625
08560,40.315492,-74.857016
08561,40.247399,-74.581329
08562,40.061957,-74.591878
08608,40.219081,-74.766843
08609,40.225747,-74.740906
08610,40.193643,-74.715963
08611,40.183615,-74.740319
08618,40.24934,-74.789968
08619,40.242301,-74.696408
08620,40.170087,-74.651309
08628,40.264418,-74.827047
08629,40.220644,-74.731246
08638,40.254018,-74.763385
08640,40.013969,-74.575016
08641,40.027985,-74.587819
08648,40.28449,-74.717487
08690,40.225833,-74.660096
08691,40.208319,-74.600928
08701,40.077069,-74.19851
08720,40.144999,-74.125502
08721,39.907407,-74.184817
08722,39.928405,-74.202189
08723,40.038584,-74.1116
08724,40.091032,-74.114395
08730,40.10841,-74.06217
08731,39.859886,-74.292741
08732,39.941804,-74.143842
08733,40.026868,-74.363674
08734,39.862916,-74.166413
08735,39.996988,-74.077635
08736,40.120018,-74.053257
08738,40.024765,-74.059612
08740,39.928358,-74.127773
08741,39.936339,-74.167247
08742,40.080812,-74.059117
08750,40.133372,-74.041501
08751,39.949634,-74.079516
08752,39.83664,-74.090181
08753,39.979668,-74.150739
08755,40.008534,-74.221768
08757,39.960591,-74.260843
08758,39.794543,-74.253337
08759,39.961826,-74.359828
08801,40.629609,-74.89049
08802,40.684264,-75.023286
08804,40.646656,-75.09576
08805,40.570639,-74.537551
08807,40.592434,-74.61884
08809,40.646036,-74.924609
08810,40.368285,-74.490999
08812,40.598731,-74.478793
08816,40.429119,-74.416287
08817,40.514655,-74.393104
08820,40.576806,-74.36575
08821,40.520721,-74.688338
08822,40.521995,-74.866644
08823,40.438609,-74.565211
08824,40.420727,-74.553458
08825,40.514189,-75.027157
08826,40.716574,-74.912125
08827,40.668424,-74.968377
08828,40.378417,-74.423384
08829,40.670111,-74.890212
08830,40.570142,-74.316371
08831,40.334341,-74.432502
08832,40.511399,-74.318496
08833,40.645542,-74.816261
08835,40.541791,-74.588588
08836,40.596376,-74.55732
08837,40.514281,-74.343859
08840,40.543139,-74.358981
08844,40.497692,-74.670505
08846,40.574627,-74.498259
08848,40.594266,-75.096659
08850,40.449151,-74.440313
08852,40.389909,-74.544087
08853,40.527314,-74.742043
08854,40.539658,-74.462791
08857,40.392789,-74.330397
08858,40.682681,-74.737038
08859,40.458172,-74.303799
08861,40.520494,-74.272943
08863,40.537238,-74.312222
08865,40.708226,-75.147073
08867,40.574456,-74.966101
08869,40.571344,-74.646026
08872,40.455736,-74.351468
08873,40.499667,-74.531844
08876,40.589554,-74.685411
08879,40.46641,-74.278625
08880,40.553947,-74.527455
08882,40.445652,-74.378459
08884,40.393613,-74.392737
08886,40.68764,-75.100726
08887,40.521516,-74.795943
08889,40.609021,-74.754216
08890,40.539047,-74.575409
08901,40.483638,-74.44246
08902,40.441513,-74.491214
08904,40.500795,-74.427911
10001,40.750649,-73.997298
10002,40.715969,-73.986895
10003,40.731865,-73.989124
10004,40.689805,-74.017389
10005,40.706215,-74.008687
10006,40.70949,-74.013054
10007,40.713868,-74.007866
10009,40.726392,-73.978604
10010,40.739045,-73.982616
10011,40.74184,-74.000528
10012,40.725625,-73.997936
10013,40.720051,-74.004809
10014,40.734145,-74.006026
10016,40.745182,-73.978053
10017,40.752387,-73.972678
10018,40.755327,-73.992696
10019,40.765735,-73.985065
10020,40.759174,-73.980715
10021,40.76964,-73.959018
10022,40.75857,-73.96793
10023,40.774567,-73.979016
10024,40.78566,-73.971269
10025,40.798251,-73.968336
10026,40.802978,-73.953529
10027,40.812657,-73.954983
10028,40.776447,-73.953383
10029,40.792249,-73.947333
10030,40.818247,-73.942834
10031,40.824804,-73.950206
10032,40.839041,-73.942812
10033,40.847476,-73.93551
10034,40.867076,-73.924312
10035,40.795251,-73.930418
10036,40.759792,-73.990685
10037,40.813027,-73.937714
10038,40.709264,-74.002903
10039,40.826287,-73.937526
10040,40.858097,-73.9296
10044,40.761907,-73.949967
10065,40.764689,-73.963264
10069,40.777382,-73.98883
10075,40.773413,-73.956291
10103,40.76078,-73.97767
10110,40.754499,-73.982256
10111,40.759531,-73.978585
10112,40.758904,-73.979044
10115,40.810852,-73.963744
10119,40.750644,-73.992733
10128,40.781498,-73.950199
10152,40.758404,-73.972031
10153,40.763622,-73.972439
10154,40.757779,-73.972487
10162,40.769267,-73.949795
10165,40.752131,-73.978722
10167,40.754648,-73.974771
10168,40.751448,-73.977103
10169,40.754515,-73.976393
10170,40.752625,-73.975877
10171,40.755899,-73.973858
10172,40.755273,-73.974315
10173,40.754131,-73.979364
10174,40.751441,-73.975003
10177,40.755139,-73.975934
10199,40.751383,-73.997152
10271,40.708236,-74.010541
10278,40.715138,-74.003717
10279,40.712626,-74.008669
10280,40.709705,-74.016586
10282,40.716381,-74.015004
10301,40.627505,-74.094377
10302,40.630806,-74.137664
10303,40.629885,-74.17413
10304,40.605965,-74.093535
10305,40.596549,-74.075779
10306,40.571714,-74.124264
10307,40.507753,-74.242091
10308,40.552828,-74.151525
10309,40.529842,-74.219777
10310,40.632612,-74.116148
10311,40.605231,-74.179534
10312,40.545237,-74.180443
10314,40.600699,-74.164314
10451,40.822168,-73.922616
10452,40.837791,-73.923339
10453,40.852508,-73.913291
10454,40.805583,-73.916595
10455,40.814798,-73.908601
10456,40.830669,-73.908161
10457,40.845707,-73.897923
10458,40.862486,-73.886448
10459,40.825692,-73.892998
10460,40.842344,-73.879062
10461,40.846741,-73.840788
10462,40.843267,-73.860417
10463,40.886345,-73.901547
10464,40.869594,-73.795848
10465,40.827329,-73.82217
10466,40.890964,-73.846239
10467,40.875262,-73.872027
10468,40.86894,-73.899995
10469,40.868509,-73.846691
10470,40.889527,-73.872585
10471,40.899984,-73.906751
10472,40.829685,-73.869373
10473,40.81869,-73.858474
10474,40.81134,-73.885173
10475,40.875635,-73.826934
10501,41.295591,-73.759425
10502,41.011282,-73.840846
10503,41.026556,-73.87531
10504,41.128468,-73.707521
10505,41.342072,-73.747803
10506,41.189652,-73.638509
10507,41.232188,-73.691689
10509,41.410855,-73.59434
10510,41.139472,-73.835704
10511,41.263168,-73.944966
10512,41.447747,-73.709884
10514,41.172119,-73.769217
10516,41.461973,-73.874913
10517,41.298466,-73.86014
10518,41.266143,-73.588296
10519,41.347163,-73.663362
10520,41.226601,-73.867641
10522,41.009696,-73.863304
10523,41.059498,-73.819254
10524,41.375325,-73.926217
10526,41.294095,-73.6594
10527,41.321169,-73.76994
10528,40.975047,-73.724926
10530,41.023712,-73.81281
10532,41.100261,-73.80073
10533,41.036927,-73.854864
10535,41.335169,-73.793919
10536,41.269182,-73.688726
10537,41.344088,-73.881002
10538,40.937752,-73.756473
10540,41.325982,-73.727712
10541,41.382046,-73.751818
10542,41.371147,-73.764367
10543,40.952693,-73.73604
10545,41.178573,-73.835465
10546,41.196605,-73.800569
10547,41.313334,-73.846039
10548,41.244987,-73.938738
10549,41.200584,-73.723498
10550,40.905448,-73.835253
10552,40.923972,-73.825555
10553,40.908607,-73.821566
10560,41.340527,-73.597609
10562,41.194423,-73.825285
10566,41.289483,-73.916847
10567,41.288405,-73.895008
10570,41.128068,-73.78922
10573,41.015742,-73.677303
10576,41.221577,-73.572332
10577,41.038225,-73.710736
10578,41.314083,-73.677051
10579,41.395364,-73.839053
10580,40.979049,-73.693202
10583,40.988647,-73.788879
10588,41.331483,-73.828476
10589,41.332433,-73.692669
10590,41.256234,-73.53786
10591,41.082659,-73.848578
10594,41.115794,-73.770977
10595,41.087378,-73.780369
10596,41.255981,-73.959468
10597,41.293021,-73.596568
10598,41.282372,-73.796206
10601,41.03289,-73.764783
10603,41.054219,-73.780227
10604,41.071512,-73.747093
10605,41.010566,-73.745129
10606,41.020695,-73.775877
10607,41.039089,-73.811368
10701,40.946966,-73.88042
10703,40.957649,-73.881135
10704,40.919729,-73.862651
10705,40.919339,-73.889335
10706,40.990503,-73.869502
10707,40.959633,-73.82294
10708,40.938267,-73.829922
10709,40.954635,-73.808184
10710,40.969635,-73.845691
10801,40.91757,-73.784858
10803,40.899532,-73.805883
10804,40.946859,-73.788035
10805,40.88637,-73.757674
10901,41.155398,-74.129008
10910,41.28157,-74.137957
10911,41.308426,-73.995965
10913,41.068872,-73.956016
10914,41.417717,-74.200026
10915,41.54018,-74.356996
10916,41.449335,-74.244749
10917,41.321824,-74.108011
10918,41.344192,-74.262177
10919,41.525959,-74.387618
10920,41.156495,-73.938239
10921,41.332065,-74.363422
10922,41.336897,-73.987572
10923,41.203116,-74.002718
10924,41.381156,-74.352485
10925,41.185855,-74.288878
10926,41.255799,-74.127856
10927,41.191052,-73.967562
10928,41.34897,-73.998495
10930,41.382395,-74.114404
10931,41.127177,-74.170503
10932,41.48216,-74.464285
10933,41.368021,-74.512999
10940,41.446544,-74.478741
10941,41.490413,-74.345272
10950,41.317346,-74.199881
10952,41.111118,-74.07854
10953,41.405855,-74.077917
10954,41.099198,-74.013021
10956,41.154436,-73.994072
10958,41.379275,-74.423769
10960,41.088841,-73.926471
10962,41.049007,-73.962103
10963,41.466587,-74.540707
10964,41.016357,-73.914268
10965,41.061561,-74.007832
10968,41.037017,-73.921259
10969,41.294858,-74.488006
10970,41.18436,-74.062727
10973,41.380516,-74.480462
10974,41.159484,-74.189903
10975,41.257008,-74.167732
10976,41.02296,-73.928488
10977,41.118914,-74.048154
10979,41.18237,-74.318814
10980,41.239234,-74.056261
10983,41.031088,-73.947703
10984,41.203123,-74.022156
10985,41.577032,-74.358035
10986,41.285209,-73.998672
10987,41.199212,-74.224545
10988,41.301494,-74.562447
10989,41.122955,-73.938031
10990,41.267448,-74.364011
10992,41.426089,-74.164664
10993,41.209904,-73.973872
10994,41.098072,-73.972649
10996,41.3937,-73.972175
10998,41.324076,-74.541179
11001,40.723317,-73.704949
11003,40.699176,-73.706166
11004,40.746191,-73.711507
11005,40.756643,-73.71424
11010,40.700653,-73.675133
11020,40.771442,-73.714819
11021,40.784319,-73.731488
11023,40.798909,-73.733653
11024,40.816251,-73.742872
11030,40.793409,-73.688549
11040,40.745347,-73.680292
11042,40.758542,-73.697451
11050,40.839895,-73.693123
11096,40.621346,-73.75699
11101,40.747113,-73.939708
11102,40.7716,-73.925603
11103,40.762596,-73.913282
11104,40.744845,-73.920468
11105,40.779087,-73.906522
11106,40.762211,-73.931528
11109,40.746616,-73.957009
11201,40.6937,-73.989859
11203,40.649569,-73.934327
11204,40.618815,-73.984942
11205,40.696891,-73.968074
11206,40.70187,-73.942552
11207,40.670157,-73.893835
11208,40.674847,-73.87248
11209,40.621803,-74.03015
11210,40.62806,-73.946309
11211,40.714084,-73.945168
11212,40.662905,-73.913071
11213,40.671155,-73.936266
11214,40.59969,-73.996372
11215,40.662688,-73.98674
11216,40.680844,-73.949222
11217,40.681671,-73.978529
11218,40.64312,-73.976446
11219,40.63262,-73.99677
11220,40.641026,-74.016688
11221,40.691426,-73.927626
11222,40.72779,-73.947605
11223,40.597091,-73.973469
11224,40.577372,-73.988706
11225,40.663119,-73.953867
11226,40.646409,-73.956663
11228,40.616725,-74.013432
11229,40.601293,-73.944493
11230,40.622089,-73.96519
11231,40.677916,-74.005154
11232,40.656541,-74.005182
11233,40.678301,-73.919932
11234,40.607723,-73.910649
11235,40.58422,-73.943167
11236,40.639413,-73.900664
11237,40.70416,-73.921139
11238,40.671331,-73.965937
11239,40.64689,-73.864014
11249,40.704501,-73.966002
11354,40.768213,-73.827392
11355,40.751435,-73.821227
11356,40.784871,-73.841528
11357,40.785129,-73.810037
11358,40.760363,-73.796525
11359,40.791605,-73.776724
11360,40.780419,-73.781838
11361,40.764191,-73.772775
11362,40.760204,-73.732417
11363,40.772348,-73.746292
11364,40.746251,-73.756062
11365,40.739634,-73.79449
11366,40.731121,-73.780458
11367,40.730474,-73.822749
11368,40.749737,-73.853045
11369,40.763491,-73.87222
11370,40.765393,-73.894216
11371,40.774411,-73.873272
11372,40.751719,-73.88367
11373,40.738945,-73.878561
11374,40.726457,-73.861459
11375,40.722975,-73.843179
11377,40.744775,-73.90516
11378,40.724744,-73.909639
11379,40.717061,-73.880519
11385,40.700647,-73.889423
11411,40.694064,-73.736265
11412,40.69802,-73.759081
11413,40.67117,-73.752063
11414,40.657604,-73.844804
11415,40.708085,-73.828044
11416,40.684586,-73.849713
11417,40.676406,-73.844595
11418,40.700315,-73.836019
11419,40.688612,-73.823062
11420,40.673502,-73.817702
11421,40.694035,-73.858659
11422,40.660787,-73.73757
11423,40.715669,-73.768299
11424,40.713968,-73.828087
11426,40.736407,-73.722357
11427,40.730942,-73.745716
11428,40.720993,-73.742203
11429,40.709556,-73.73848
11430,40.646965,-73.787295
11432,40.714934,-73.792955
11433,40.69809,-73.786752
11434,40.677857,-73.777073
11435,40.70108,-73.80964
11436,40.675864,-73.796647
11439,40.721935,-73.794587
11451,40.701188,-73.795778
11501,40.74633,-73.639178
11507,40.770829,-73.652103
11509,40.587963,-73.728528
11510,40.650127,-73.607709
11514,40.749778,-73.61291
11516,40.626223,-73.726779
11518,40.637472,-73.666807
11520,40.649401,-73.582951
11530,40.726854,-73.637009
11542,40.872605,-73.628622
11545,40.826321,-73.589365
11547,40.829066,-73.644718
11548,40.811078,-73.613879
11549,40.719009,-73.599677
11550,40.701475,-73.621108
11552,40.691752,-73.654204
11553,40.705272,-73.592328
11554,40.720115,-73.558861
11556,40.719939,-73.583402
11557,40.636083,-73.693921
11558,40.605357,-73.649046
11559,40.602924,-73.714434
11560,40.880757,-73.588724
11561,40.590904,-73.644668
11563,40.657434,-73.674104
11565,40.67502,-73.671722
11566,40.662291,-73.556443
11568,40.786614,-73.597169
11569,40.590374,-73.580415
11570,40.665341,-73.638921
11572,40.631772,-73.636624
11575,40.680422,-73.584877
11576,40.796569,-73.646885
11577,40.782867,-73.639109
11579,40.844018,-73.644089
11580,40.6749,-73.702154
11581,40.651028,-73.715325
11590,40.755182,-73.574338
11596,40.759718,-73.64222
11598,40.630935,-73.712339
11691,40.602096,-73.761794
